Flight_ID,Date,Airline,Origin,Destination,Passenger_Name,Class,Fare,Status,Payment_Method,Cabin_Baggage_KG,Checkin_Baggage_KG
FL1470,2025-03-14,SpiceJet,Kolkata,New York,Passenger_470,Business,5531.49,On-Time,UPI,5.0,20.0
FL1471,2025-01-12,Vistara,Bangalore,London,Passenger_471,Business,11200.78,Cancelled,UPI,10.0,20.0
FL1472,2025-06-14,GoAir,Hyderabad,Singapore,Passenger_472,First Class,8596.02,Cancelled,Net Banking,,20.0
FL1473,2025-07-16,Vistara,Mumbai,London,Passenger_473,Business,12611.24,Cancelled,Credit Card,10.0,
FL1474,2025-04-27,IndiGo,Hyderabad,Paris,Passenger_474,First Class,10654.53,On-Time,Net Banking,,20.0
FL1475,2025-07-10,SpiceJet,Kolkata,Dubai,Passenger_475,Economy,15932.25,Delayed,Credit Card,10.0,20.0
FL1476,2025-08-27,Vistara,Mumbai,New York,Passenger_476,First Class,7920.28,Delayed,Debit Card,,15.0
FL1477,2025-06-07,GoAir,Kolkata,Bangkok,Passenger_477,Economy,12229.16,Delayed,UPI,,30.0
FL1478,2025-11-08,GoAir,Hyderabad,Dubai,Passenger_478,Economy,19394.88,Cancelled,UPI,,15.0
FL1479,2025-08-23,SpiceJet,Mumbai,New York,Passenger_479,First Class,,Delayed,,,15.0
FL1480,2025-09-01,SpiceJet,Mumbai,Dubai,Passenger_480,First Class,4490.09,On-Time,Credit Card,10.0,15.0
FL1481,2025-10-05,Vistara,Delhi,London,Passenger_481,Business,12532.03,On-Time,Net Banking,,
FL1482,2025-07-28,IndiGo,Bangalore,Paris,Passenger_482,Economy,19539.54,On-Time,,7.0,15.0
FL1483,2025-12-24,Air India,Chennai,Singapore,Passenger_483,Business,16263.72,Delayed,Net Banking,,
FL1484,2025-01-24,IndiGo,Hyderabad,New York,Passenger_484,Economy,14183.82,Delayed,Credit Card,,25.0
FL1485,2025-03-14,GoAir,Mumbai,Dubai,Passenger_485,First Class,7210.14,On-Time,Debit Card,7.0,20.0
FL1486,2025-08-20,IndiGo,Chennai,New York,Passenger_486,Business,13750.06,Delayed,Debit Card,,30.0
FL1487,2025-03-11,IndiGo,Hyderabad,London,Passenger_487,Economy,9605.51,Cancelled,Net Banking,5.0,20.0
FL1488,2025-12-11,SpiceJet,Bangalore,Bangkok,Passenger_488,Business,10480.8,Delayed,Debit Card,10.0,15.0
FL1489,2025-07-02,GoAir,Delhi,London,Passenger_489,First Class,,Cancelled,Net Banking,5.0,
FL1490,2025-10-15,IndiGo,Hyderabad,New York,Passenger_490,Business,7683.29,On-Time,Net Banking,5.0,30.0
FL1491,2025-08-14,AirAsia,Chennai,New York,Passenger_491,First Class,13128.8,On-Time,UPI,,25.0
FL1492,2025-10-19,AirAsia,Mumbai,Bangkok,Passenger_492,First Class,8922.33,On-Time,Credit Card,,20.0
FL1493,2025-04-07,GoAir,Chennai,Singapore,Passenger_493,Business,18842.67,Cancelled,Net Banking,10.0,25.0
FL1494,2025-11-21,SpiceJet,Delhi,Dubai,Passenger_494,First Class,18415.16,Delayed,,,
FL1495,2025-09-07,IndiGo,Bangalore,Bangkok,Passenger_495,Economy,5945.65,Delayed,Net Banking,,20.0
FL1496,2025-10-06,Vistara,Chennai,London,Passenger_496,First Class,16894.71,On-Time,Debit Card,7.0,25.0
FL1497,2025-09-10,GoAir,Chennai,New York,Passenger_497,Economy,3017.69,On-Time,Net Banking,5.0,25.0
FL1498,2025-01-09,Air India,Mumbai,Paris,Passenger_498,Business,9327.33,Cancelled,Credit Card,,
FL1499,2025-10-12,AirAsia,Chennai,Paris,Passenger_499,Economy,4043.43,Cancelled,Net Banking,7.0,20.0
FL1500,2025-10-24,AirAsia,Delhi,Paris,Passenger_500,First Class,11059.75,Delayed,Credit Card,5.0,
FL1501,2025-06-16,GoAir,Chennai,Singapore,Passenger_501,Economy,13292.12,Delayed,Credit Card,10.0,20.0
FL1502,2025-07-23,GoAir,Delhi,Singapore,Passenger_502,First Class,17013.17,On-Time,Credit Card,10.0,20.0
FL1503,2025-11-06,SpiceJet,Delhi,London,Passenger_503,First Class,8385.04,Cancelled,UPI,10.0,20.0
FL1504,2025-04-14,AirAsia,Kolkata,Bangkok,Passenger_504,Business,6248.36,On-Time,,7.0,
FL1505,2025-12-08,AirAsia,Mumbai,Dubai,Passenger_505,Economy,11029.64,Cancelled,Credit Card,,25.0
FL1506,2025-02-28,AirAsia,Hyderabad,New York,Passenger_506,First Class,10065.41,Cancelled,Net Banking,,20.0
FL1507,2025-12-10,Vistara,Hyderabad,New York,Passenger_507,First Class,17776.83,Delayed,UPI,7.0,15.0
FL1508,2025-09-11,Vistara,Hyderabad,London,Passenger_508,First Class,10442.2,On-Time,Credit Card,,15.0
FL1509,2025-03-21,SpiceJet,Bangalore,Bangkok,Passenger_509,First Class,17407.7,Delayed,,5.0,
FL1510,2025-02-06,Air India,Delhi,Paris,Passenger_510,Business,16940.25,Delayed,Debit Card,,25.0
FL1511,2025-02-27,Vistara,Chennai,Paris,Passenger_511,Business,5594.92,On-Time,Credit Card,5.0,25.0
FL1512,2025-03-08,AirAsia,Mumbai,New York,Passenger_512,Economy,7702.28,On-Time,UPI,10.0,20.0
FL1513,2025-11-24,GoAir,Hyderabad,Bangkok,Passenger_513,First Class,9768.38,Cancelled,UPI,,20.0
FL1514,2025-10-07,IndiGo,Hyderabad,New York,Passenger_514,Business,17443.84,On-Time,UPI,10.0,30.0
FL1515,2025-04-08,GoAir,Mumbai,New York,Passenger_515,Economy,7398.02,On-Time,Debit Card,10.0,
FL1516,2025-09-07,Vistara,Kolkata,Singapore,Passenger_516,Business,4331.02,Cancelled,,7.0,15.0
FL1517,2025-09-20,IndiGo,Hyderabad,Paris,Passenger_517,Business,8137.51,Cancelled,,7.0,30.0
FL1518,2025-06-12,Vistara,Bangalore,Paris,Passenger_518,Business,18194.25,Delayed,Credit Card,7.0,
FL1519,2025-10-19,SpiceJet,Delhi,London,Passenger_519,First Class,19816.66,Cancelled,Net Banking,10.0,
FL1520,2025-07-18,AirAsia,Kolkata,Paris,Passenger_520,First Class,15239.87,Delayed,Net Banking,10.0,20.0
FL1521,2025-10-01,Vistara,Delhi,Bangkok,Passenger_521,Business,6923.4,Delayed,,5.0,25.0
FL1522,2025-02-05,IndiGo,Mumbai,New York,Passenger_522,Economy,14968.98,Delayed,Credit Card,7.0,15.0
FL1523,2025-07-24,AirAsia,Mumbai,Dubai,Passenger_523,Business,18003.48,Delayed,,5.0,
FL1524,2025-12-26,SpiceJet,Bangalore,Singapore,Passenger_524,Business,14693.62,On-Time,Debit Card,7.0,30.0
FL1525,2025-12-16,Air India,Delhi,Bangkok,Passenger_525,Economy,8915.96,Cancelled,,5.0,20.0
FL1526,2025-05-14,Air India,Kolkata,New York,Passenger_526,Business,17469.19,Cancelled,,7.0,30.0
FL1527,2025-02-09,Air India,Chennai,New York,Passenger_527,Economy,7012.51,Cancelled,Net Banking,5.0,
FL1528,2025-09-24,Vistara,Kolkata,London,Passenger_528,First Class,6858.27,On-Time,UPI,10.0,
FL1529,2025-07-14,AirAsia,Mumbai,Singapore,Passenger_529,First Class,13120.21,On-Time,Debit Card,10.0,30.0
FL1530,2025-08-26,AirAsia,Kolkata,Paris,Passenger_530,Business,19842.6,On-Time,Credit Card,,30.0
FL1531,2025-08-15,AirAsia,Kolkata,Singapore,Passenger_531,Economy,3597.15,Delayed,Credit Card,7.0,15.0
FL1532,2025-05-27,GoAir,Bangalore,Bangkok,Passenger_532,Business,5402.58,Cancelled,,,15.0
FL1533,2025-01-02,IndiGo,Delhi,Bangkok,Passenger_533,Economy,4080.52,On-Time,,7.0,30.0
FL1534,2025-06-18,GoAir,Kolkata,Dubai,Passenger_534,First Class,,Delayed,UPI,,30.0
FL1535,2025-10-24,IndiGo,Hyderabad,Bangkok,Passenger_535,Business,9499.72,Delayed,Net Banking,5.0,30.0
FL1536,2025-09-26,GoAir,Bangalore,Dubai,Passenger_536,Business,12409.39,Delayed,Credit Card,5.0,
FL1537,2025-07-26,Vistara,Chennai,Bangkok,Passenger_537,First Class,8070.83,On-Time,Credit Card,,20.0
FL1538,2025-08-12,Air India,Hyderabad,Bangkok,Passenger_538,First Class,,Delayed,Debit Card,,
FL1539,2025-09-20,IndiGo,Kolkata,Dubai,Passenger_539,First Class,5902.11,Cancelled,Net Banking,7.0,20.0
FL1540,2025-10-15,AirAsia,Bangalore,Bangkok,Passenger_540,Business,6583.95,On-Time,Credit Card,7.0,
FL1541,2025-02-24,GoAir,Delhi,Dubai,Passenger_541,First Class,15748.9,On-Time,,7.0,20.0
FL1542,2025-12-19,IndiGo,Mumbai,Bangkok,Passenger_542,Economy,18570.4,Cancelled,,7.0,30.0
FL1543,2025-10-24,SpiceJet,Delhi,Singapore,Passenger_543,First Class,3957.22,Delayed,Net Banking,10.0,15.0
FL1544,2025-09-09,GoAir,Mumbai,Dubai,Passenger_544,First Class,14363.44,Delayed,Debit Card,7.0,30.0
FL1545,2025-06-24,AirAsia,Bangalore,London,Passenger_545,Economy,4889.67,On-Time,Net Banking,5.0,30.0
FL1546,2025-12-25,IndiGo,Mumbai,London,Passenger_546,Business,16453.3,On-Time,UPI,5.0,15.0
FL1547,2025-08-27,SpiceJet,Kolkata,New York,Passenger_547,Economy,4994.18,Cancelled,Credit Card,7.0,20.0
FL1548,2025-10-18,Vistara,Hyderabad,Paris,Passenger_548,Business,11952.45,Cancelled,Credit Card,10.0,15.0
FL1549,2025-03-27,IndiGo,Mumbai,London,Passenger_549,First Class,4290.49,On-Time,Debit Card,7.0,15.0
FL1550,2025-03-24,SpiceJet,Hyderabad,Singapore,Passenger_550,First Class,5260.36,Delayed,UPI,10.0,25.0
FL1551,2025-05-06,Vistara,Bangalore,Paris,Passenger_551,Economy,12293.71,Cancelled,Debit Card,5.0,
FL1552,2025-12-03,AirAsia,Chennai,Paris,Passenger_552,First Class,11149.55,On-Time,Credit Card,7.0,
FL1553,2025-05-21,Air India,Hyderabad,Paris,Passenger_553,Economy,11251.74,On-Time,Credit Card,10.0,25.0
FL1554,2025-07-14,IndiGo,Mumbai,London,Passenger_554,Economy,9972.34,On-Time,Net Banking,,25.0
FL1555,2025-09-23,SpiceJet,Delhi,Bangkok,Passenger_555,First Class,16966.81,Cancelled,,5.0,15.0
FL1556,2025-12-20,IndiGo,Mumbai,New York,Passenger_556,Economy,5591.44,On-Time,,10.0,20.0
FL1557,2025-04-05,SpiceJet,Mumbai,Dubai,Passenger_557,Economy,8762.08,Delayed,Net Banking,5.0,20.0
FL1558,2025-03-15,IndiGo,Delhi,Singapore,Passenger_558,First Class,6557.01,On-Time,,,30.0
FL1559,2025-01-04,IndiGo,Delhi,Paris,Passenger_559,Economy,9690.87,Delayed,,10.0,20.0
FL1560,2025-10-02,GoAir,Mumbai,Paris,Passenger_560,Business,8266.63,Cancelled,Credit Card,7.0,20.0
FL1561,2025-08-23,Vistara,Chennai,London,Passenger_561,First Class,13583.36,Delayed,Credit Card,7.0,20.0
FL1562,2025-05-11,Air India,Chennai,Paris,Passenger_562,Business,11535.96,On-Time,Debit Card,10.0,20.0
FL1563,2025-05-08,AirAsia,Bangalore,Bangkok,Passenger_563,First Class,14502.77,On-Time,,7.0,25.0
FL1564,2025-04-05,Air India,Chennai,New York,Passenger_564,Economy,10334.77,Delayed,Credit Card,,25.0
FL1565,2025-05-08,GoAir,Delhi,Bangkok,Passenger_565,First Class,15839.18,Cancelled,,7.0,
FL1566,2025-10-03,GoAir,Hyderabad,London,Passenger_566,First Class,6841.11,Cancelled,,,
FL1567,2025-02-14,GoAir,Chennai,Dubai,Passenger_567,Economy,3538.86,Cancelled,UPI,7.0,15.0
FL1568,2025-08-03,Vistara,Mumbai,New York,Passenger_568,Economy,9824.51,Cancelled,Debit Card,5.0,15.0
FL1569,2025-01-02,AirAsia,Bangalore,Bangkok,Passenger_569,Economy,8137.33,Delayed,UPI,5.0,
FL1570,2025-05-04,AirAsia,Delhi,New York,Passenger_570,Business,10995.04,Cancelled,,10.0,30.0
FL1571,2025-08-26,IndiGo,Delhi,New York,Passenger_571,First Class,12239.64,Delayed,Net Banking,10.0,
FL1572,2025-02-25,AirAsia,Kolkata,Dubai,Passenger_572,First Class,18723.75,Delayed,,7.0,
FL1573,2025-06-24,SpiceJet,Bangalore,Singapore,Passenger_573,First Class,18584.05,On-Time,,10.0,20.0
FL1574,2025-03-28,GoAir,Mumbai,Paris,Passenger_574,First Class,9974.96,Cancelled,Credit Card,5.0,25.0
FL1575,2025-08-01,Vistara,Kolkata,London,Passenger_575,Economy,4887.94,Delayed,Debit Card,5.0,
FL1576,2025-01-04,AirAsia,Chennai,Bangkok,Passenger_576,First Class,11286.9,Cancelled,Net Banking,7.0,15.0
FL1577,2025-12-04,GoAir,Delhi,New York,Passenger_577,Business,18083.04,Delayed,Debit Card,5.0,30.0
FL1578,2025-01-16,GoAir,Delhi,Paris,Passenger_578,Business,,Delayed,Credit Card,10.0,25.0
FL1579,2025-05-24,IndiGo,Bangalore,Bangkok,Passenger_579,Business,19979.52,On-Time,Debit Card,5.0,25.0
FL1580,2025-04-01,IndiGo,Bangalore,New York,Passenger_580,First Class,11819.89,On-Time,UPI,5.0,20.0
FL1581,2025-05-16,IndiGo,Mumbai,Dubai,Passenger_581,First Class,9232.85,Cancelled,UPI,5.0,20.0
FL1582,2025-11-03,IndiGo,Delhi,Singapore,Passenger_582,First Class,16813.13,On-Time,,,25.0
FL1583,2025-08-23,Vistara,Chennai,London,Passenger_583,Economy,7010.52,Delayed,Net Banking,10.0,30.0
FL1584,2025-08-13,Air India,Kolkata,Paris,Passenger_584,Economy,9163.67,Delayed,UPI,7.0,25.0
FL1585,2025-03-09,Vistara,Hyderabad,New York,Passenger_585,First Class,17511.8,On-Time,Debit Card,10.0,20.0
FL1586,2025-04-22,Air India,Hyderabad,Bangkok,Passenger_586,Business,15576.92,Delayed,,7.0,20.0
FL1587,2025-09-12,AirAsia,Delhi,Dubai,Passenger_587,Business,18515.29,Cancelled,Net Banking,7.0,20.0
FL1588,2025-08-20,Vistara,Mumbai,London,Passenger_588,First Class,17747.17,Cancelled,Credit Card,10.0,20.0
FL1589,2025-11-12,IndiGo,Delhi,Dubai,Passenger_589,Economy,6680.62,Delayed,UPI,7.0,
FL1590,2025-08-14,GoAir,Hyderabad,Paris,Passenger_590,First Class,10652.92,Delayed,,7.0,
FL1591,2025-03-20,SpiceJet,Mumbai,New York,Passenger_591,Economy,5357.98,On-Time,,5.0,20.0
FL1592,2025-03-26,GoAir,Hyderabad,Dubai,Passenger_592,Economy,12217.89,Cancelled,UPI,7.0,
FL1593,2025-02-20,Air India,Bangalore,Bangkok,Passenger_593,Economy,12838.66,Delayed,UPI,,25.0
FL1594,2025-07-01,AirAsia,Hyderabad,New York,Passenger_594,First Class,8608.48,Cancelled,Credit Card,10.0,15.0
FL1595,2025-11-23,SpiceJet,Bangalore,Paris,Passenger_595,Economy,8779.48,On-Time,Credit Card,7.0,
FL1596,2025-05-13,SpiceJet,Bangalore,London,Passenger_596,First Class,15306.07,Delayed,,10.0,
FL1597,2025-08-01,SpiceJet,Chennai,Singapore,Passenger_597,First Class,17924.55,Delayed,Debit Card,10.0,20.0
FL1598,2025-03-24,SpiceJet,Mumbai,New York,Passenger_598,Business,11707.24,Delayed,UPI,5.0,30.0
FL1599,2025-10-28,IndiGo,Kolkata,New York,Passenger_599,First Class,6900.21,Delayed,UPI,10.0,25.0
FL1600,2025-03-05,Vistara,Bangalore,Dubai,Passenger_600,First Class,16443.82,On-Time,Net Banking,10.0,30.0
FL1601,2025-05-04,IndiGo,Kolkata,New York,Passenger_601,Business,11845.97,Delayed,,10.0,15.0
FL1602,2025-09-10,IndiGo,Mumbai,Dubai,Passenger_602,Business,13162.24,On-Time,Credit Card,,30.0
FL1603,2025-02-07,GoAir,Chennai,Dubai,Passenger_603,Economy,4954.61,On-Time,Credit Card,10.0,20.0
FL1604,2025-08-01,IndiGo,Bangalore,Dubai,Passenger_604,First Class,15430.17,Delayed,Credit Card,10.0,25.0
FL1605,2025-03-12,AirAsia,Hyderabad,New York,Passenger_605,Economy,7060.25,Cancelled,Credit Card,10.0,20.0
FL1606,2025-09-21,Vistara,Chennai,Singapore,Passenger_606,Economy,4647.52,On-Time,UPI,7.0,15.0
FL1607,2025-04-05,SpiceJet,Hyderabad,Dubai,Passenger_607,First Class,17631.56,On-Time,UPI,5.0,
FL1608,2025-08-10,AirAsia,Kolkata,London,Passenger_608,Business,7023.53,On-Time,,,15.0
FL1609,2025-11-07,IndiGo,Bangalore,Paris,Passenger_609,Economy,,Cancelled,Credit Card,,
FL1610,2025-11-01,SpiceJet,Delhi,New York,Passenger_610,Economy,9735.51,Cancelled,Credit Card,7.0,
FL1611,2025-04-03,Air India,Chennai,Dubai,Passenger_611,First Class,18096.87,On-Time,,5.0,30.0
FL1612,2025-01-24,SpiceJet,Kolkata,London,Passenger_612,Business,7978.94,Cancelled,UPI,10.0,
FL1613,2025-07-24,GoAir,Kolkata,Paris,Passenger_613,Economy,13515.25,Cancelled,,,20.0
FL1614,2025-04-13,AirAsia,Delhi,Paris,Passenger_614,First Class,12091.25,Delayed,Net Banking,7.0,30.0
FL1615,2025-11-16,IndiGo,Delhi,Bangkok,Passenger_615,Economy,12782.78,On-Time,Credit Card,5.0,20.0
FL1616,2025-08-14,Air India,Delhi,London,Passenger_616,Economy,8028.58,Delayed,,,30.0
FL1617,2025-10-21,SpiceJet,Bangalore,London,Passenger_617,First Class,10360.2,On-Time,UPI,5.0,15.0
FL1618,2025-03-03,Air India,Bangalore,New York,Passenger_618,Economy,7525.1,On-Time,,,
FL1619,2025-07-13,Air India,Bangalore,Paris,Passenger_619,Business,18898.06,On-Time,Debit Card,5.0,15.0
FL1620,2025-04-17,AirAsia,Kolkata,Singapore,Passenger_620,First Class,16799.58,Delayed,,7.0,30.0
FL1621,2025-07-14,Vistara,Bangalore,Bangkok,Passenger_621,First Class,13722.46,On-Time,,5.0,25.0
FL1622,2025-12-20,GoAir,Bangalore,New York,Passenger_622,First Class,15138.43,Cancelled,UPI,,20.0
FL1623,2025-02-24,SpiceJet,Chennai,Paris,Passenger_623,First Class,10303.07,On-Time,Net Banking,7.0,20.0
FL1624,2025-07-26,Air India,Hyderabad,Dubai,Passenger_624,Economy,6383.22,On-Time,,10.0,20.0
FL1625,2025-02-24,GoAir,Kolkata,London,Passenger_625,First Class,18410.61,Delayed,Debit Card,5.0,15.0
FL1626,2025-07-14,AirAsia,Mumbai,Bangkok,Passenger_626,Business,17801.11,On-Time,Credit Card,,20.0
FL1627,2025-10-15,SpiceJet,Mumbai,Paris,Passenger_627,First Class,9979.38,Cancelled,,,
FL1628,2025-03-18,SpiceJet,Bangalore,Bangkok,Passenger_628,Business,17666.23,Cancelled,,,20.0
FL1629,2025-07-05,IndiGo,Kolkata,New York,Passenger_629,Economy,19980.45,Delayed,Debit Card,7.0,25.0
FL1630,2025-04-05,GoAir,Chennai,Paris,Passenger_630,First Class,19850.99,Cancelled,Net Banking,7.0,
FL1631,2025-04-14,Vistara,Bangalore,Dubai,Passenger_631,Economy,12679.82,Cancelled,UPI,,30.0
FL1632,2025-05-02,Vistara,Mumbai,New York,Passenger_632,First Class,18839.86,Cancelled,,7.0,25.0
FL1633,2025-07-08,Vistara,Bangalore,Paris,Passenger_633,Business,10864.03,Delayed,,10.0,
FL1634,2025-08-18,GoAir,Hyderabad,New York,Passenger_634,Business,17871.25,On-Time,UPI,,20.0
FL1635,2025-06-04,Air India,Delhi,Dubai,Passenger_635,Business,9794.42,Delayed,UPI,7.0,
FL1636,2025-06-23,AirAsia,Kolkata,Bangkok,Passenger_636,Economy,14268.94,Cancelled,,,
FL1637,2025-08-09,Air India,Kolkata,Dubai,Passenger_637,Business,8005.05,On-Time,Credit Card,,15.0
FL1638,2025-01-07,GoAir,Bangalore,Dubai,Passenger_638,Economy,,On-Time,UPI,5.0,
FL1639,2025-10-20,IndiGo,Mumbai,Paris,Passenger_639,Economy,9919.77,Delayed,Credit Card,7.0,30.0
FL1640,2025-01-01,Vistara,Delhi,New York,Passenger_640,Business,13611.14,Cancelled,UPI,10.0,15.0
FL1641,2025-02-18,AirAsia,Chennai,Singapore,Passenger_641,Economy,8331.72,On-Time,,,15.0
FL1642,2025-02-06,AirAsia,Kolkata,Bangkok,Passenger_642,Economy,7667.9,On-Time,Net Banking,5.0,20.0
FL1643,2025-06-06,SpiceJet,Mumbai,Bangkok,Passenger_643,Business,4773.66,Cancelled,Debit Card,5.0,30.0
FL1644,2025-06-02,Air India,Delhi,Dubai,Passenger_644,Business,5852.36,On-Time,Net Banking,7.0,15.0
FL1645,2025-05-08,Air India,Hyderabad,London,Passenger_645,Economy,17096.42,On-Time,,5.0,
FL1646,2025-10-02,Vistara,Hyderabad,Dubai,Passenger_646,Economy,17637.04,On-Time,,5.0,25.0
FL1647,2025-01-27,Air India,Bangalore,Singapore,Passenger_647,Economy,18495.0,On-Time,Credit Card,7.0,
FL1648,2025-05-23,IndiGo,Hyderabad,Singapore,Passenger_648,First Class,14647.95,Cancelled,Debit Card,5.0,25.0
FL1649,2025-02-05,IndiGo,Mumbai,Bangkok,Passenger_649,Business,17941.29,On-Time,,10.0,15.0
FL1650,2025-04-16,AirAsia,Mumbai,Dubai,Passenger_650,Business,4783.44,Cancelled,,5.0,15.0
FL1651,2025-01-10,IndiGo,Bangalore,New York,Passenger_651,Economy,6097.67,Delayed,Net Banking,5.0,15.0
FL1652,2025-02-24,SpiceJet,Kolkata,Singapore,Passenger_652,Economy,8702.39,On-Time,Debit Card,,25.0
FL1653,2025-02-09,SpiceJet,Delhi,London,Passenger_653,Business,19079.36,Delayed,Debit Card,7.0,30.0
FL1654,2025-07-05,SpiceJet,Delhi,Bangkok,Passenger_654,First Class,10355.11,Cancelled,Net Banking,,
FL1655,2025-11-03,IndiGo,Bangalore,London,Passenger_655,First Class,7614.4,Delayed,Debit Card,7.0,15.0
FL1656,2025-03-01,AirAsia,Kolkata,New York,Passenger_656,Business,13557.97,Cancelled,Net Banking,,15.0
FL1657,2025-01-25,Air India,Chennai,New York,Passenger_657,Business,8593.41,Cancelled,,10.0,15.0
FL1658,2025-04-09,Vistara,Bangalore,Singapore,Passenger_658,Economy,8304.97,Cancelled,Net Banking,5.0,
FL1659,2025-07-04,Vistara,Bangalore,Dubai,Passenger_659,First Class,9613.86,Delayed,UPI,,
FL1660,2025-01-06,SpiceJet,Kolkata,Paris,Passenger_660,Business,10899.25,On-Time,,,
FL1661,2025-10-03,GoAir,Bangalore,Bangkok,Passenger_661,First Class,16888.72,Cancelled,Debit Card,7.0,25.0
FL1662,2025-12-06,Vistara,Kolkata,New York,Passenger_662,First Class,11737.5,Cancelled,UPI,10.0,20.0
FL1663,2025-06-05,Vistara,Mumbai,Paris,Passenger_663,Business,14378.54,Cancelled,Net Banking,5.0,15.0
FL1664,2025-02-11,Air India,Delhi,New York,Passenger_664,First Class,,Delayed,Debit Card,,25.0
FL1665,2025-06-11,Vistara,Bangalore,London,Passenger_665,Economy,5915.66,Cancelled,,10.0,25.0
FL1666,2025-03-21,IndiGo,Hyderabad,Singapore,Passenger_666,Economy,18784.31,Delayed,,,30.0
FL1667,2025-01-16,IndiGo,Mumbai,London,Passenger_667,Business,9364.36,On-Time,UPI,5.0,25.0
FL1668,2025-05-19,GoAir,Delhi,Dubai,Passenger_668,Economy,6656.18,Cancelled,Credit Card,7.0,30.0
FL1669,2025-09-09,Vistara,Mumbai,London,Passenger_669,Economy,9786.8,Delayed,,5.0,
FL1670,2025-03-14,GoAir,Chennai,London,Passenger_670,First Class,10357.02,Cancelled,Debit Card,,15.0
FL1671,2025-12-22,IndiGo,Mumbai,Paris,Passenger_671,Economy,9272.91,On-Time,Debit Card,5.0,25.0
FL1672,2025-10-15,Air India,Kolkata,Dubai,Passenger_672,First Class,9237.97,Cancelled,UPI,5.0,30.0
FL1673,2025-01-10,AirAsia,Mumbai,New York,Passenger_673,First Class,9998.75,On-Time,,7.0,20.0
FL1674,2025-05-08,SpiceJet,Chennai,Dubai,Passenger_674,Business,19456.38,Delayed,Credit Card,10.0,
FL1675,2025-01-23,SpiceJet,Mumbai,New York,Passenger_675,Economy,17307.21,Cancelled,Net Banking,7.0,
FL1676,2025-06-05,AirAsia,Chennai,New York,Passenger_676,Business,12320.13,On-Time,UPI,7.0,25.0
FL1677,2025-02-14,GoAir,Bangalore,London,Passenger_677,Business,19976.56,On-Time,Credit Card,10.0,15.0
FL1678,2025-11-07,AirAsia,Kolkata,Dubai,Passenger_678,Business,3949.71,Cancelled,Net Banking,,
FL1679,2025-10-10,IndiGo,Delhi,London,Passenger_679,Economy,13314.52,Delayed,Credit Card,,20.0
FL1680,2025-06-01,Vistara,Bangalore,Singapore,Passenger_680,First Class,14726.42,Cancelled,Credit Card,,
FL1681,2025-03-17,Vistara,Kolkata,Singapore,Passenger_681,Business,15584.9,Delayed,,5.0,
FL1682,2025-01-25,SpiceJet,Bangalore,London,Passenger_682,First Class,10744.62,Cancelled,Credit Card,7.0,
FL1683,2025-01-02,Air India,Hyderabad,Dubai,Passenger_683,Business,9352.92,Cancelled,Credit Card,7.0,30.0
FL1684,2025-02-04,GoAir,Bangalore,Singapore,Passenger_684,First Class,,On-Time,Debit Card,10.0,20.0
FL1685,2025-07-13,AirAsia,Delhi,Bangkok,Passenger_685,Business,13636.94,On-Time,,,
FL1686,2025-05-13,SpiceJet,Hyderabad,Bangkok,Passenger_686,First Class,19024.48,Cancelled,,7.0,
FL1687,2025-06-28,Air India,Bangalore,Bangkok,Passenger_687,First Class,10896.5,On-Time,UPI,7.0,
FL1688,2025-06-23,Vistara,Kolkata,New York,Passenger_688,Economy,3324.58,Delayed,Credit Card,5.0,
FL1689,2025-08-17,Vistara,Chennai,Singapore,Passenger_689,Economy,7917.66,Delayed,UPI,7.0,
FL1690,2025-07-10,SpiceJet,Hyderabad,New York,Passenger_690,First Class,5778.81,Cancelled,UPI,7.0,15.0
FL1691,2025-10-27,GoAir,Delhi,New York,Passenger_691,First Class,17956.85,On-Time,UPI,5.0,25.0
FL1692,2025-02-24,Air India,Delhi,Bangkok,Passenger_692,First Class,14458.58,Cancelled,Debit Card,7.0,30.0
FL1693,2025-12-10,SpiceJet,Kolkata,Bangkok,Passenger_693,Business,18807.99,On-Time,UPI,7.0,
FL1694,2025-09-09,Air India,Bangalore,Bangkok,Passenger_694,Economy,,Cancelled,Debit Card,7.0,
FL1695,2025-07-01,IndiGo,Kolkata,Dubai,Passenger_695,Economy,4216.98,Cancelled,Net Banking,5.0,15.0
FL1696,2025-03-23,GoAir,Mumbai,Bangkok,Passenger_696,Business,3648.55,On-Time,,5.0,
FL1697,2025-12-07,SpiceJet,Kolkata,London,Passenger_697,Business,18598.22,On-Time,Credit Card,5.0,25.0
FL1698,2025-08-24,SpiceJet,Hyderabad,Bangkok,Passenger_698,Business,,Cancelled,,5.0,15.0
FL1699,2025-02-07,GoAir,Hyderabad,Paris,Passenger_699,First Class,12604.06,Cancelled,Net Banking,5.0,20.0
FL1700,2025-01-14,IndiGo,Delhi,Singapore,Passenger_700,First Class,9819.36,Delayed,Net Banking,,20.0
FL1701,2025-04-11,IndiGo,Mumbai,Paris,Passenger_701,Economy,16056.64,Cancelled,Net Banking,10.0,20.0
FL1702,2025-03-04,Vistara,Hyderabad,Singapore,Passenger_702,Economy,3000.52,On-Time,UPI,5.0,15.0
FL1703,2025-05-14,IndiGo,Bangalore,London,Passenger_703,Economy,10318.77,Delayed,Net Banking,7.0,15.0
FL1704,2025-03-05,GoAir,Mumbai,London,Passenger_704,Economy,13674.98,Cancelled,Credit Card,5.0,20.0
